city,popular_area,area_url,cellid,entityid,placeid,,
Pune,Deccan Gymkhana,https://www.zomato.com/pune/deccan-gymkhana-restaurants,4306214789924782080,3003,ChIJXR9NnVC_wjsRt4IBMtPR1S0,,
Pune,Pashan,https://www.zomato.com/pune/pashan-restaurants,4306214096287563776,3437,ChIJw6tb32-_wjsReXDSI1FlNIk,,
Pune,Camp Area,https://www.zomato.com/pune/camp-area-restaurants,4306215599526117376,3002,ChIJ2dk4hUXAwjsRg7Pvrxxh_LU,,
Pune,Chinchwad,https://www.zomato.com/pune/chinchwad-restaurants,	4306208476322856960,3103,ChIJUcotp8u5wjsRPTydXqjIdN4,,
Pune,Shivaji Nagar,https://www.zomato.com/pune/shivaji-nagar-restaurants,4306215852929187840,3009,ChIJec8L9YDAwjsR764cmtcOoM0,,
Pune,Yerawada,https://www.zomato.com/pune/yerawada-restaurants,4306216256656113664,321,ChIJTQ6U797AwjsRj0UV94S3rC0,,
Pune,Sadashiv Peth,https://www.zomato.com/pune/sadashiv-peth-restaurants,4306215801389580288,3008,ChIJ1X2TiXTAwjsRPGpo0lS6FZ0,,
Pune,JM Road,https://www.zomato.com/pune/jm-road-restaurants,	4306215831454351360,3013,ChIJKytX-3vAwjsRQYhRJQM_gxc,,
Pune,NIBM Road,https://www.zomato.com/pune/nibm-road-restaurants,4306261927190855680,331,ChIJD8U0akLrwjsR8bUOMAjyXjQ,,
Pune,Erandwane,https://www.zomato.com/pune/erandwane-restaurants,4306214802809683968,3012,ChIJPXm2RIy_wjsR7DX7fnR78Ww,,
Pune,East Street,https://www.zomato.com/pune/east-street-restaurants,4306215610263535616,72152,ChIJ639YVEjAwjsR_l4FmYXj-MA,,
Pune,Sinhgad Road,https://www.zomato.com/pune/sinhgad-road-restaurants,4306168419310370816,3425,ChIJZTdstVyVwjsRN9Tp0B7_y0c,,
Pune,Kondhwa,https://www.zomato.com/pune/kondhwa-restaurants,4306261907863502848,3409,ChIJhd1mYWHqwjsRrvhlw0sJI0I,,
Hyderabad,Hyderabad,https://www.zomato.com/hyderabad/,	4308704762854899712,6,1514,,
Hyderabad,Jubilee Hills,https://www.zomato.com/hyderabad/jubilee-hills-restaurants,4308697137140465664,7022,ChIJ61hk3DeRyzsR4bNcDqnCVIc,,
Hyderabad,Gachibowli,https://www.zomato.com/hyderabad/gachibowli-restaurants,4308699742038130688,7013,ChIJH45HFZaTyzsRugAY-1U1MVI,,
Hyderabad,Banjara Hills,https://www.zomato.com/hyderabad/banjara-hills-restaurants,4308703699850493952,7005,ChIJAXxCqC-XyzsR_e2yMJXaVzY,,
Hyderabad,Hitech City,https://www.zomato.com/hyderabad/hitech-city-restaurants,4308700049128292352,7017,ChIJlVrh_t2TyzsRdxSbRZdHZ0U,,
Hyderabad,Madhapur,https://www.zomato.com/hyderabad/madhapur-restaurants,	4308697326119026688,7034,ChIJ50bq52ORyzsRpgeJYMvZ07E,,
Hyderabad,Kondapur,https://www.zomato.com/hyderabad/kondapur-restaurants,4308699965376430080,7029,ChIJq6qqOsqTyzsRYZUC_mnIXhc,,
Hyderabad,Kukatpally,https://www.zomato.com/hyderabad/kukatpally-restaurants,	4308697908087095296,7032,ChIJK-45WuuRyzsRYu_SnBVWFpc,,
Hyderabad,Begumpet,https://www.zomato.com/hyderabad/begumpet-restaurants,4308696499337822208,7007,ChIJHzyjEwCRyzsRC4HyEPlENC8,,
Hyderabad,Himayath Nagar,https://www.zomato.com/hyderabad/himayath-nagar-restaurants,4308706646198059008,7016,ChIJI2xTTdyZyzsRDwhcVF6AKf0,,
Hyderabad,Tolichowki,https://www.zomato.com/hyderabad/tolichowki-restaurants,4308703397055299584,706,ChIJQdBvBXyXyzsRPdSNsY_1IU0,,
Hyderabad,Ameerpet,https://www.zomato.com/hyderabad/ameerpet-restaurants,4308696660399095808,7002,ChIJq7I9psiQyzsRXRdnU_2veIY,,
Hyderabad,Somajiguda,https://www.zomato.com/hyderabad/somajiguda-restaurants,4308703822257061888,7057,ChIJsas8bEyXyzsRkW9RbGR-63Y,,
